session_id,date,start,end,hall,venue_key,place,track,track_curator,kind,title,speaker_keys,speaker_slugs,organizer_key
g8-2026-e139,2026-09-11,17:10,17:30,Лекторий,дизайн-завод,Дизайн-завод,Клуб,,talk,Православие и креатив: искусство создания вирусных роликов,тимур исмаев,timur-ismaev,g8
g8-2026-e140,2026-09-11,17:30,17:50,Лекторий,дизайн-завод,Дизайн-завод,Клуб,,talk,"Как побеждать кризис внимания (ситуативный маркетинг, работа с субкультурами, смелый креатив)",илья корнеев,ilya-korneev,g8
g8-2026-e141,2026-09-11,17:50,18:10,Лекторий,дизайн-завод,Дизайн-завод,Клуб,,talk,"Идеи без человека, без агентства, без тендера",влад ситников,vlad-sitnikov,g8
g8-2026-e142,2026-09-11,18:10,18:30,Лекторий,дизайн-завод,Дизайн-завод,Клуб,,talk,Какие ценности самые важные для креативных агентств и как не упустить контроль над рынком идей,олег туманов,oleg-tumanov,g8
g8-2026-e143,2026-09-11,18:30,,Лекторий,дизайн-завод,Дизайн-завод,Клуб,,talk,Плохая реклама vs плохая креативная реклама,макс пономарев,maks-ponomarev,g8
g8-2026-e144,2026-09-11,11:00,11:15,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"Стрижка — это дизайн, а хороший человек — профессия",владимир амосов,vladimir-amosov,g8
g8-2026-e145,2026-09-11,11:15,11:45,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"«Делаю то, во что верю». Как из дизайна волос сделать секту",юра шевел,yura-shevel,g8
g8-2026-e146,2026-09-11,11:45,12:15,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,Человек — Геймификация — Волосы,владимир амосов,vladimir-amosov,g8
g8-2026-e147,2026-09-11,12:15,12:45,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"Тренды, стиль и клиент: как меняется профессия парикмахера",ксения сторожева,kseniya-storozheva,g8
g8-2026-e148,2026-09-11,12:45,13:45,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,Презентация метода «Констракт». Подход к вашей стрижке как к дизайн-проекту,андрей ульянов,andrei-ulyanov,g8
g8-2026-e149,2026-09-11,13:45,14:30,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,special,Консультации у стилистов команды фестиваля и «Констракта». Дегустация стилька,,,g8
g8-2026-e151,2026-09-11,14:45,15:15,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"Трансформация среды, общества, человека",даниил кожаринов,daniil-kozharinov,g8
g8-2026-e152,2026-09-11,15:15,15:45,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,Фестиваль барбер-культуры RBW: как нишевый барбер-фестиваль вырос в бизнес и медиа,мария иванова,mariya-ivanova,g8
g8-2026-e153,2026-09-11,15:45,16:35,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"Как пришествие ИИ меняет beauty-индустрию: новые механики обратной связи, примерки стиля и что нас ждет завтра",ник эрлан; лидия шахидовна,nik-erlan; lidiya-shahidovna,g8
g8-2026-e154,2026-09-11,16:35,16:40,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,service,Вступительное слово к демонстрациям,владимир амосов,vladimir-amosov,g8
g8-2026-e155,2026-09-11,16:40,17:55,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,disc,Демонстрация техник и направлений в стрижках. Дискуссия: Человек — часть архитектуры города,владимир амосов; андрей грибков; андрей ульянов; ксения сторожева; юра шевел,vladimir-amosov; andrei-gribkov; andrei-ulyanov; kseniya-storozheva; yura-shevel,g8
g8-2026-e156,2026-09-11,17:55,,Konstruct Space,дизайн-завод,Дизайн-завод,Konstruct и Слой,,talk,"Закрывающее слово секции: «Стиль — это не обои, мама, хотя и обои тоже»",владимир амосов,vladimir-amosov,g8
